FILEID,STUSAB,SUMLEVEL,COMPONENT,LOGRECNO,US,REGION,DIVISION,STATECE,STATE,COUNTY,COUSUB,PLACE,TRACT,BLKGRP,CONCIT,AIANHH,AIANHHFP,AIHHTLI,AITSCE,AITS,ANRC,CBSA,CSA,METDIV,MACC,MEMI,NECTA,CNECTA,NECTADIV,UA,BLANK,CDCURR,SLDU,SLDL,BLANK.1,BLANK.2,ZCTA5,SUBMCD,SDELM,SDSEC,SDUNI,UR,PCI,BLANK.3,BLANK.4,PUMA5,BLANK.5,GEOID,NAME,BTTR,BTBG,BLANK.6
ACSSF,CA,40,0,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04000US06,California,,,
ACSSF,CA,40,1,2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,04001US06,California -- Urban,,,
ACSSF,CA,40,43,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,04043US06,California -- Rural,,,
ACSSF,CA,40,A0,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US06,California -- In metropolitan or micropolitan statistical area,,,
ACSSF,CA,40,C0,5,,,,,6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,040C0US06,California -- In metropolitan statistical area,,,
ACSSF,CA,40,C1,6,,,,,6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Y,,,,,040C1US06,California -- In metropolitan statistical area -- in principal city,,,
ACSSF,CA,40,C2,7,,,,,6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,040C2US06,California -- In metropolitan statistical area -- not in principal city,,,
ACSSF,CA,40,E0,8,,,,,6,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,040E0US06,California -- In micropolitan statistical area,,,
ACSSF,CA,40,E1,9,,,,,6,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Y,,,,,040E1US06,California -- In micropolitan statistical area -- in principal city,,,
ACSSF,CA,40,E2,10,,,,,6,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,040E2US06,California -- In micropolitan statistical area -- not in principal city,,,
ACSSF,CA,40,G0,11,,,,,6,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,040G0US06,California -- Not in metropolitan or micropolitan statistical area,,,
ACSSF,CA,40,H0,12,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040H0US06,California -- Not in metropolitan statistical area,,,
ACSSF,CA,50,0,13,,,,,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06001,"Alameda County, California",,,
ACSSF,CA,50,0,14,,,,,6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06007,"Butte County, California",,,
ACSSF,CA,50,0,15,,,,,6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06013,"Contra Costa County, California",,,
ACSSF,CA,50,0,16,,,,,6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06017,"El Dorado County, California",,,
ACSSF,CA,50,0,17,,,,,6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06019,"Fresno County, California",,,
ACSSF,CA,50,0,18,,,,,6,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06023,"Humboldt County, California",,,
ACSSF,CA,50,0,19,,,,,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06025,"Imperial County, California",,,
ACSSF,CA,50,0,20,,,,,6,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06029,"Kern County, California",,,
ACSSF,CA,50,0,21,,,,,6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06031,"Kings County, California",,,
ACSSF,CA,50,0,22,,,,,6,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06033,"Lake County, California",,,
ACSSF,CA,50,0,23,,,,,6,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06037,"Los Angeles County, California",,,
ACSSF,CA,50,0,24,,,,,6,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06039,"Madera County, California",,,
ACSSF,CA,50,0,25,,,,,6,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06041,"Marin County, California",,,
ACSSF,CA,50,0,26,,,,,6,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06045,"Mendocino County, California",,,
ACSSF,CA,50,0,27,,,,,6,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06047,"Merced County, California",,,
ACSSF,CA,50,0,28,,,,,6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06053,"Monterey County, California",,,
ACSSF,CA,50,0,29,,,,,6,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06055,"Napa County, California",,,
ACSSF,CA,50,0,30,,,,,6,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06057,"Nevada County, California",,,
ACSSF,CA,50,0,31,,,,,6,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06059,"Orange County, California",,,
ACSSF,CA,50,0,32,,,,,6,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06061,"Placer County, California",,,
ACSSF,CA,50,0,33,,,,,6,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06065,"Riverside County, California",,,
ACSSF,CA,50,0,34,,,,,6,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06067,"Sacramento County, California",,,
ACSSF,CA,50,0,35,,,,,6,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06071,"San Bernardino County, California",,,
ACSSF,CA,50,0,36,,,,,6,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06073,"San Diego County, California",,,
ACSSF,CA,50,0,37,,,,,6,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06075,"San Francisco County, California",,,
ACSSF,CA,50,0,38,,,,,6,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06077,"San Joaquin County, California",,,
ACSSF,CA,50,0,39,,,,,6,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06079,"San Luis Obispo County, California",,,
ACSSF,CA,50,0,40,,,,,6,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06081,"San Mateo County, California",,,
ACSSF,CA,50,0,41,,,,,6,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06083,"Santa Barbara County, California",,,
ACSSF,CA,50,0,42,,,,,6,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06085,"Santa Clara County, California",,,
ACSSF,CA,50,0,43,,,,,6,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06087,"Santa Cruz County, California",,,
ACSSF,CA,50,0,44,,,,,6,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06089,"Shasta County, California",,,
ACSSF,CA,50,0,45,,,,,6,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06095,"Solano County, California",,,
ACSSF,CA,50,0,46,,,,,6,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06097,"Sonoma County, California",,,
ACSSF,CA,50,0,47,,,,,6,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06099,"Stanislaus County, California",,,
ACSSF,CA,50,0,48,,,,,6,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06101,"Sutter County, California",,,
ACSSF,CA,50,0,49,,,,,6,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06107,"Tulare County, California",,,
ACSSF,CA,50,0,50,,,,,6,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06111,"Ventura County, California",,,
ACSSF,CA,50,0,51,,,,,6,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06113,"Yolo County, California",,,
ACSSF,CA,50,0,52,,,,,6,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06115,"Yuba County, California",,,
ACSSF,CA,160,0,53,,,,,6,,,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0600562,"Alameda city, California",,,
ACSSF,CA,160,0,54,,,,,6,,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0600884,"Alhambra city, California",,,
ACSSF,CA,160,0,55,,,,,6,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0602000,"Anaheim city, California",,,
ACSSF,CA,160,0,56,,,,,6,,,2252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0602252,"Antioch city, California",,,
ACSSF,CA,160,0,57,,,,,6,,,2364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0602364,"Apple Valley town, California",,,
ACSSF,CA,160,0,58,,,,,6,,,2553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0602553,"Arden-Arcade CDP, California",,,
ACSSF,CA,160,0,59,,,,,6,,,3526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0603526,"Bakersfield city, California",,,
ACSSF,CA,160,0,60,,,,,6,,,3666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0603666,"Baldwin Park city, California",,,
ACSSF,CA,160,0,61,,,,,6,,,4982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0604982,"Bellflower city, California",,,
ACSSF,CA,160,0,62,,,,,6,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0606000,"Berkeley city, California",,,
ACSSF,CA,160,0,63,,,,,6,,,8786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0608786,"Buena Park city, California",,,
ACSSF,CA,160,0,64,,,,,6,,,8954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0608954,"Burbank city, California",,,
ACSSF,CA,160,0,65,,,,,6,,,10046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0610046,"Camarillo city, California",,,
ACSSF,CA,160,0,66,,,,,6,,,11194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0611194,"Carlsbad city, California",,,
ACSSF,CA,160,0,67,,,,,6,,,11390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0611390,"Carmichael CDP, California",,,
ACSSF,CA,160,0,68,,,,,6,,,11530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0611530,"Carson city, California",,,
ACSSF,CA,160,0,69,,,,,6,,,13014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0613014,"Chico city, California",,,
ACSSF,CA,160,0,70,,,,,6,,,13210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0613210,"Chino city, California",,,
ACSSF,CA,160,0,71,,,,,6,,,13214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0613214,"Chino Hills city, California",,,
ACSSF,CA,160,0,72,,,,,6,,,13392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0613392,"Chula Vista city, California",,,
ACSSF,CA,160,0,73,,,,,6,,,13588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0613588,"Citrus Heights city, California",,,
ACSSF,CA,160,0,74,,,,,6,,,14218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0614218,"Clovis city, California",,,
ACSSF,CA,160,0,75,,,,,6,,,15044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0615044,"Compton city, California",,,
ACSSF,CA,160,0,76,,,,,6,,,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616000,"Concord city, California",,,
ACSSF,CA,160,0,77,,,,,6,,,16350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616350,"Corona city, California",,,
ACSSF,CA,160,0,78,,,,,6,,,16532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0616532,"Costa Mesa city, California",,,
ACSSF,CA,160,0,79,,,,,6,,,17918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0617918,"Daly City city, California",,,
ACSSF,CA,160,0,80,,,,,6,,,18100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0618100,"Davis city, California",,,
ACSSF,CA,160,0,81,,,,,6,,,19766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0619766,"Downey city, California",,,
ACSSF,CA,160,0,82,,,,,6,,,20802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0620802,"East Los Angeles CDP, California",,,
ACSSF,CA,160,0,83,,,,,6,,,21712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0621712,"El Cajon city, California",,,
ACSSF,CA,160,0,84,,,,,6,,,22020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0622020,"Elk Grove city, California",,,
ACSSF,CA,160,0,85,,,,,6,,,22230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0622230,"El Monte city, California",,,
ACSSF,CA,160,0,86,,,,,6,,,22804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0622804,"Escondido city, California",,,
ACSSF,CA,160,0,87,,,,,6,,,23182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0623182,"Fairfield city, California",,,
ACSSF,CA,160,0,88,,,,,6,,,24638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0624638,"Folsom city, California",,,
ACSSF,CA,160,0,89,,,,,6,,,24680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0624680,"Fontana city, California",,,
ACSSF,CA,160,0,90,,,,,6,,,26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0626000,"Fremont city, California",,,
ACSSF,CA,160,0,91,,,,,6,,,27000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0627000,"Fresno city, California",,,
ACSSF,CA,160,0,92,,,,,6,,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0628000,"Fullerton city, California",,,
ACSSF,CA,160,0,93,,,,,6,,,29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0629000,"Garden Grove city, California",,,
ACSSF,CA,160,0,94,,,,,6,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0630000,"Glendale city, California",,,
ACSSF,CA,160,0,95,,,,,6,,,32548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0632548,"Hawthorne city, California",,,
ACSSF,CA,160,0,96,,,,,6,,,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0633000,"Hayward city, California",,,
ACSSF,CA,160,0,97,,,,,6,,,33182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0633182,"Hemet city, California",,,
ACSSF,CA,160,0,98,,,,,6,,,33434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0633434,"Hesperia city, California",,,
ACSSF,CA,160,0,99,,,,,6,,,36000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0636000,"Huntington Beach city, California",,,
ACSSF,CA,160,0,100,,,,,6,,,36448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0636448,"Indio city, California",,,
ACSSF,CA,160,0,101,,,,,6,,,36546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0636546,"Inglewood city, California",,,
ACSSF,CA,160,0,102,,,,,6,,,36770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0636770,"Irvine city, California",,,
ACSSF,CA,160,0,103,,,,,6,,,37692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0637692,"Jurupa Valley city, California",,,
ACSSF,CA,160,0,104,,,,,6,,,39248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0639248,"Laguna Niguel city, California",,,
ACSSF,CA,160,0,105,,,,,6,,,39496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0639496,"Lake Forest city, California",,,
ACSSF,CA,160,0,106,,,,,6,,,39892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0639892,"Lakewood city, California",,,
ACSSF,CA,160,0,107,,,,,6,,,40130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0640130,"Lancaster city, California",,,
ACSSF,CA,160,0,108,,,,,6,,,41992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0641992,"Livermore city, California",,,
ACSSF,CA,160,0,109,,,,,6,,,43000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0643000,"Long Beach city, California",,,
ACSSF,CA,160,0,110,,,,,6,,,44000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0644000,"Los Angeles city, California",,,
ACSSF,CA,160,0,111,,,,,6,,,44574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0644574,"Lynwood city, California",,,
ACSSF,CA,160,0,112,,,,,6,,,45484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0645484,"Manteca city, California",,,
ACSSF,CA,160,0,113,,,,,6,,,46842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0646842,"Menifee city, California",,,
ACSSF,CA,160,0,114,,,,,6,,,46898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0646898,"Merced city, California",,,
ACSSF,CA,160,0,115,,,,,6,,,47766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0647766,"Milpitas city, California",,,
ACSSF,CA,160,0,116,,,,,6,,,48256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0648256,"Mission Viejo city, California",,,
ACSSF,CA,160,0,117,,,,,6,,,48354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0648354,"Modesto city, California",,,
ACSSF,CA,160,0,118,,,,,6,,,49270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0649270,"Moreno Valley city, California",,,
ACSSF,CA,160,0,119,,,,,6,,,49670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0649670,"Mountain View city, California",,,
ACSSF,CA,160,0,120,,,,,6,,,50076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0650076,"Murrieta city, California",,,
ACSSF,CA,160,0,121,,,,,6,,,50258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0650258,"Napa city, California",,,
ACSSF,CA,160,0,122,,,,,6,,,51182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0651182,"Newport Beach city, California",,,
ACSSF,CA,160,0,123,,,,,6,,,52526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0652526,"Norwalk city, California",,,
ACSSF,CA,160,0,124,,,,,6,,,53000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0653000,"Oakland city, California",,,
ACSSF,CA,160,0,125,,,,,6,,,53322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0653322,"Oceanside city, California",,,
ACSSF,CA,160,0,126,,,,,6,,,53896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0653896,"Ontario city, California",,,
ACSSF,CA,160,0,127,,,,,6,,,53980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0653980,"Orange city, California",,,
ACSSF,CA,160,0,128,,,,,6,,,54652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0654652,"Oxnard city, California",,,
ACSSF,CA,160,0,129,,,,,6,,,55156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0655156,"Palmdale city, California",,,
ACSSF,CA,160,0,130,,,,,6,,,55282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0655282,"Palo Alto city, California",,,
ACSSF,CA,160,0,131,,,,,6,,,56000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0656000,"Pasadena city, California",,,
ACSSF,CA,160,0,132,,,,,6,,,56700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0656700,"Perris city, California",,,
ACSSF,CA,160,0,133,,,,,6,,,57456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0657456,"Pittsburg city, California",,,
ACSSF,CA,160,0,134,,,,,6,,,57792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0657792,"Pleasanton city, California",,,
ACSSF,CA,160,0,135,,,,,6,,,58072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0658072,"Pomona city, California",,,
ACSSF,CA,160,0,136,,,,,6,,,59444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0659444,"Rancho Cordova city, California",,,
ACSSF,CA,160,0,137,,,,,6,,,59451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0659451,"Rancho Cucamonga city, California",,,
ACSSF,CA,160,0,138,,,,,6,,,59920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0659920,"Redding city, California",,,
ACSSF,CA,160,0,139,,,,,6,,,59962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0659962,"Redlands city, California",,,
ACSSF,CA,160,0,140,,,,,6,,,60018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0660018,"Redondo Beach city, California",,,
ACSSF,CA,160,0,141,,,,,6,,,60102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0660102,"Redwood City city, California",,,
ACSSF,CA,160,0,142,,,,,6,,,60466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0660466,"Rialto city, California",,,
ACSSF,CA,160,0,143,,,,,6,,,60620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0660620,"Richmond city, California",,,
ACSSF,CA,160,0,144,,,,,6,,,62000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0662000,"Riverside city, California",,,
ACSSF,CA,160,0,145,,,,,6,,,62938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0662938,"Roseville city, California",,,
ACSSF,CA,160,0,146,,,,,6,,,64000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0664000,"Sacramento city, California",,,
ACSSF,CA,160,0,147,,,,,6,,,64224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0664224,"Salinas city, California",,,
ACSSF,CA,160,0,148,,,,,6,,,65000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0665000,"San Bernardino city, California",,,
ACSSF,CA,160,0,149,,,,,6,,,65042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0665042,"San Buenaventura (Ventura) city, California",,,
ACSSF,CA,160,0,150,,,,,6,,,65084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0665084,"San Clemente city, California",,,
ACSSF,CA,160,0,151,,,,,6,,,66000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0666000,"San Diego city, California",,,
ACSSF,CA,160,0,152,,,,,6,,,67000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0667000,"San Francisco city, California",,,
ACSSF,CA,160,0,153,,,,,6,,,68000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0668000,"San Jose city, California",,,
ACSSF,CA,160,0,154,,,,,6,,,68084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0668084,"San Leandro city, California",,,
ACSSF,CA,160,0,155,,,,,6,,,68196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0668196,"San Marcos city, California",,,
ACSSF,CA,160,0,156,,,,,6,,,68252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0668252,"San Mateo city, California",,,
ACSSF,CA,160,0,157,,,,,6,,,68378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0668378,"San Ramon city, California",,,
ACSSF,CA,160,0,158,,,,,6,,,69000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0669000,"Santa Ana city, California",,,
ACSSF,CA,160,0,159,,,,,6,,,69070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0669070,"Santa Barbara city, California",,,
ACSSF,CA,160,0,160,,,,,6,,,69084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0669084,"Santa Clara city, California",,,
ACSSF,CA,160,0,161,,,,,6,,,69088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0669088,"Santa Clarita city, California",,,
ACSSF,CA,160,0,162,,,,,6,,,69196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0669196,"Santa Maria city, California",,,
ACSSF,CA,160,0,163,,,,,6,,,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0670000,"Santa Monica city, California",,,
ACSSF,CA,160,0,164,,,,,6,,,70098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0670098,"Santa Rosa city, California",,,
ACSSF,CA,160,0,165,,,,,6,,,72016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0672016,"Simi Valley city, California",,,
